Capital residencial - total
Sigla,Código,Município,1970,1980,1991,2000,
GO,5213772,Montividiu do Norte,,,,11796.8531320658,
GO,5213806,Morrinhos,196032.718476161,273409.102433369,281502.968734649,455013.123779253,
GO,5213855,Morro Agudo de Goiás,,,10443.5724801479,19577.0326460833,
GO,5213905,Mossâmedes,42235.6206851547,48870.1293945075,32849.7932392738,42661.1248828224,
GO,5214002,Mozarlândia,18268.3876342379,43242.8460600121,52803.4644309279,93358.434499519,
GO,5214051,Mundo Novo,,,22873.5354451502,42117.0467890891,
GO,5214101,Mutunópolis,7249.3119708253,18199.7864412281,17026.3590200551,28810.4820414641,
GO,5214408,Nazário,28605.5936617138,37350.0516141169,34150.2857524253,60143.6709917324,
GO,5214507,Nerópolis,37920.2297534736,71023.1954208014,88403.3106147601,258389.872552677,
GO,5214606,Niquelândia,51519.0830535141,110629.069825035,188326.927995538,310843.652317176,
GO,5214705,Nova América,6831.6815052301,6845.2248253852,7990.0474568031,17637.4166882837,
GO,5214804,Nova Aurora,8920.4185471987,11008.3954995913,8932.1996146071,22990.085583435,
GO,5214838,Nova Crixás,,,45333.3982810356,84295.0159772769,
GO,5214861,Nova Glória,,,43607.987519241,63335.0666269214,
GO,5214879,Nova Iguaçu de Goiás,,,,17297.8869011942,
GO,5214903,Nova Roma,7159.2590665562,8236.5823174088,9864.7055058354,16505.372559069,
GO,5215009,Nova Veneza,21260.5184023938,28234.5908117787,26855.3114460369,58118.5357787651,
GO,5215207,Novo Brasil,15761.6871441338,24782.7152390426,21711.9569795267,32072.9601889257,
GO,5215231,Novo Gama,,,,953879.427477763,
GO,5215256,Novo Planalto,,,17727.7147323896,21752.2172565882,
GO,5215306,Orizona,41607.1636145378,53419.9467332548,59803.1081703306,116574.475923737,
GO,5215405,Ouro Verde de Goiás,20166.7563958211,16110.6891992079,21607.6454032581,31411.247765867,
GO,5215504,Ouvidor,11363.8471619058,19414.5913185096,22727.6586961601,42350.9759975003,
GO,5215603,Padre Bernardo,21298.4098715761,49798.7141923493,56142.7244261799,195493.413814113,
GO,5215652,Palestina de Goiás,,,11175.80480719,23375.2806224549,
GO,5215702,Palmeiras de Goiás,82611.2178956828,125910.737437859,112020.722705656,165709.320676119,
GO,5215801,Palmelo,5868.7167775671,11142.5172965034,13030.483088423,24963.2595197852,
GO,5215900,Palminópolis,13239.4618796222,18799.4571350788,15599.7449046677,34957.1643369924,
GO,5216007,Panamá,13239.8008532838,16335.587963358,16072.7468169851,25115.5762053504,
GO,5216304,Paranaiguara,39689.3950235517,59401.5354707669,67272.5484784319,104337.609422755,
GO,5216403,Paraúna,67023.59078696,83754.3959254174,70646.509119537,102911.477543022,
GO,5216452,Perolândia,,,,19203.7081467039,
GO,5216809,Petrolina de Goiás,52189.9350976568,49629.8671317544,41695.0305774898,84205.7296206812,
GO,5216908,Pilar de Goiás,22158.2971870524,16844.4026263453,14218.7072592419,19219.9029760432,
GO,5217104,Piracanjuba,93211.022233078,157473.841253695,149318.715334684,243116.950136934,
GO,5217203,Piranhas,41372.9906347104,98960.5277658377,63081.3485463768,105929.821254564,
GO,5217302,Pirenópolis,75923.6133201549,113870.388488573,99453.0985514806,262406.545211283,
GO,5217401,Pires do Rio,145488.339973132,171653.813643568,196287.114319573,314739.212759424,
GO,5217609,Planaltina,18755.0102802397,48940.0870798196,171206.117096787,756259.652581911,
GO,5217708,Pontalina,72914.3889172716,124997.522963746,100535.00201585,167823.47529951,
GO,5218003,Porangatu,70831.9822140129,198792.491267671,271426.471350314,345459.662381985,
GO,5218052,Porteirão,,,,24386.82988615,
GO,5218102,Portelândia,4764.8824395725,12181.1891214678,14238.6079936507,33410.1542695414,
GO,5218300,Posse,42204.2939506238,58256.0579355046,86389.8017920188,158159.955350114,
GO,5218391,Professor Jamil,,,,28364.7489268607,
GO,5218508,Quirinópolis,148215.851680025,257163.693321105,282789.047684302,491884.877062869,
GO,5218607,Rialma,30212.266578462,59723.2232017455,63012.5538839434,109703.002824018,
GO,5218706,Rianápolis,11297.1994937454,16740.5341237678,22017.7865885454,42424.8239537472,
GO,5218789,Rio Quente,,,3500.1331300893,23144.3334977107,
GO,5218805,Rio Verde,308552.937310569,684000.076563332,922478.726998433,1617276.66790304,
GO,5218904,Rubiataba,67650.4311089658,112028.454433448,100053.526651499,174017.105382742,
GO,5219001,Sanclerlândia,23090.8570647695,43502.6370153067,40791.584294632,65862.3299131476,
GO,5219100,Santa Bárbara de Goiás,9498.6682915831,17010.7452197384,20582.7777459983,43883.7684122081,
GO,5219209,Santa Cruz de Goiás,12674.7636688014,12907.656110269,13647.8172073509,27929.8813395449,
GO,5219258,Santa Fé de Goiás,,,18323.0608793905,30760.5350943429,
GO,5219308,Santa Helena de Goiás,132353.65456312,230238.011494088,263671.759955018,385245.475508246,
GO,5219357,Santa Isabel,,,19437.8553118238,28557.9868234159,
GO,5219407,Santa Rita do Araguaia,11941.3265537187,24258.9680953885,32346.0002977997,45946.7492386672,
GO,5219456,Santa Rita do Novo Destino,,,,14749.9663736533,
GO,5219506,Santa Rosa de Goiás,13232.3681038573,20827.770083609,21229.927647452,27489.379799785,
GO,5219605,Santa Tereza de Goiás,14647.0785418526,24603.0497102799,29023.3441990488,32775.1906571768,
GO,5219704,Santa Terezinha de Goiás,20648.2268462601,32273.6729005918,93406.9617918332,85596.0968190437,
GO,5219712,Santo Antônio da Barra,,,,31419.1339984748,
GO,5219738,Santo Antônio de Goiás,,,,44306.8540684652,
GO,5219753,Santo Antônio do Descoberto,,,168845.277443057,476613.223958685,
GO,5219803,São Domingos,15155.6427932946,30283.3617286969,25824.4910202051,40842.8935562367,
GO,5219902,São Francisco de Goiás,20905.351407951,45292.4656274325,30350.7536040044,45697.9839048071,
GO,5220009,São João d'Aliança,7050.4745166944,10178.9525662381,14274.4686095567,37317.783416556,
GO,5220058,São João da Paraúna,,,10903.3294604456,21156.3125916248,
GO,5220108,São Luís de Montes Belos,97658.6120139488,173134.055700455,184814.285673521,318613.641566104,
GO,5220157,São Luíz do Norte,,,10712.4276511445,24583.5531880827,
GO,5220207,São Miguel do Araguaia,67009.3209263826,135252.700402121,112702.303110831,192895.637555273,
GO,5220264,São Miguel do Passa Quatro,,,10542.1035187194,24382.5124813467,
GO,5220280,São Patrício,,,,10923.1113163317,
GO,5220405,São Simão,18057.9865895947,103446.386792782,98385.8361207136,175000.754849384,
GO,5220454,Senador Canedo,,,79666.1351083318,619636.042359074,
GO,5220504,Serranópolis,12430.7443225997,22747.5185782399,42350.1847262058,53133.2822142358,
GO,5220603,Silvânia,51987.709923473,76297.9248746943,85871.4609069635,173130.107410089,
GO,5220686,Simolândia,,,12864.3898427471,31350.5610683132,
GO,5220702,Sítio d'Abadia,6502.6513250274,3727.2837323029,3959.0552115425,11758.9868516181,
GO,5221007,Taquaral de Goiás,35509.7310697204,47584.9675123594,18626.438814259,28545.7946192111,
GO,5221080,Teresina de Goiás,,,5395.4393418417,14752.741505192,
GO,5221197,Terezópolis de Goiás,,,,37289.8828436872,
GO,5221304,Três Ranchos,8097.1455049659,9304.8936561521,12221.5910997747,27024.086905114,
GO,5221403,Trindade,123898.048188441,207515.470426317,321628.073689441,1196587.56864454,
GO,5221452,Trombas,,,17219.3624882737,23557.8429795291,
GO,5221502,Turvânia,22596.2460908511,29454.4316431898,30321.2808750648,45290.0310443497,
GO,5221551,Turvelândia,,,12161.0422617806,24437.5357902612,
GO,5221577,Uirapuru,,,,19098.804178681,
GO,5221601,Uruaçu,129918.4339236,207605.952343894,198388.305757819,284618.110930378,
GO,5221700,Uruana,64000.8291588423,75146.3108941104,85822.6413221136,129210.137903109,
GO,5221809,Urutaí,13153.890810007,16992.660141508,17818.209013442,33244.5618507368,
GO,5221858,Valparaíso de Goiás,,,,1535691.71894337,
GO,5221908,Varjão,12471.2177885334,19928.4383059579,18458.0698533266,30002.3609625782,
GO,5222005,Vianópolis,24539.7107714146,36926.3432329191,44379.8275715793,115611.05674183,
GO,5222054,Vicentinópolis,,,28924.8560912168,57531.5775389591,
GO,5222203,Vila Boa,,,,26957.5136867356,
GO,5222302,Vila Propício,,,,20238.8259361563,
MA,2100055,Açailândia,,,272859.163755393,465878.328048698,
MA,2100105,Afonso Cunha,7320.3197070685,2811.5931012297,4330.3375047061,10021.161433179,
MA,2100154,Água Doce do Maranhão,,,,18287.335075465,
MA,2100204,Alcântara,27810.0711819049,27068.4477612856,27231.0362852033,59628.6003307883,
MA,2100303,Aldeias Altas,34309.5676007409,19630.267024166,20767.1710885051,44591.4913852266,
MA,2100402,Altamira do Maranhão,38908.7523779367,25124.506542178,19040.6529451663,19699.9886453902,
MA,2100436,Alto Alegre do Maranhão,,,,56021.5690266689,
MA,2100477,Alto Alegre do Pindaré,,,,69960.8004606659,
MA,2100501,Alto Parnaíba,8169.0290696951,15216.5293618901,20041.5506059004,41248.9331219188,
MA,2100550,Amapá do Maranhão,,,,11890.0646431863,
MA,2100600,Amarante do Maranhão,22261.9054819718,18924.5937041032,39011.5587909655,80850.5131035985,
MA,2100709,Anajatuba,36120.9216411881,20812.6293553212,20577.8320868877,50243.1033357848,
MA,2100808,Anapurus,10684.9492134301,14271.9330159649,15324.3399730974,30536.1673002409,
MA,2100832,Apicum-Açu,,,,20564.4333802608,
MA,2100873,Araguanã,,,,16955.323255964,
MA,2100907,Araioses,53156.4931755607,37618.6807992918,57535.9521959898,76772.8707875947,
MA,2100956,Arame,,,47408.5459279976,78639.5554120236,
MA,2101004,Arari,45112.1909585274,40093.3335231067,49065.1477320519,100927.776394969,
MA,2101103,Axixá,13400.5278697554,11146.1538928482,11653.4931330542,21029.9965969389,
MA,2101202,Bacabal,208928.851275186,317176.857692665,353025.16618762,530763.610146958,
MA,2101251,Bacabeira,,,,24023.6017850345,
MA,2101301,Bacuri,32001.5227119321,25046.1235364932,23324.7432668889,31116.9039525897,
MA,2101350,Bacurituba,,,,9631.1418196911,
MA,2101400,Balsas,31255.4459227214,80196.7902736938,136622.996035599,363541.371800341,
MA,2101509,Barão de Grajaú,24926.8579007391,26638.9320593542,25517.1970970205,57024.7917405663,
MA,2101608,Barra do Corda,122279.471275799,146937.645436571,139492.113656994,308922.133580273,
MA,2101707,Barreirinhas,30513.4050420042,41603.402653673,41964.7348020666,94329.3030784662,
MA,2101731,Belágua,,,,5269.6193185771,
MA,2101772,Bela Vista do Maranhão,,,,23618.2010222034,
MA,2101806,Benedito Leite,12791.6976320109,11681.3366634418,12617.6738722004,16209.5626766148,
MA,2101905,Bequimão,41665.1791562209,21811.3228018776,23840.0290484463,40084.2173357207,
MA,2101939,Bernardo do Mearim,,,,17680.6833337962,
MA,2101970,Boa Vista do Gurupi,,,,14022.9507318474,
MA,2102002,Bom Jardim,63097.0025564448,52833.6755327185,42556.4336258492,86888.0450803013,
MA,2102036,Bom Jesus das Selvas,,,,43398.6359217602,
MA,2102077,Bom Lugar,,,,23091.5690357779,
MA,2102101,Brejo,30893.9044339975,46564.9360809141,44966.0779150646,52852.9460179853,
MA,2102150,Brejo de Areia,,,,13627.2199086762,
MA,2102200,Buriti,28821.3276011606,28151.6462438129,30171.5684277255,51747.9514628387,
MA,2102309,Buriti Bravo,23116.9627478463,33355.8699556712,37641.5990995186,60149.9256979253,
MA,2102325,Buriticupu,,,,128255.264701876,
MA,2102358,Buritirana,,,,30201.8528533634,
MA,2102374,Cachoeira Grande,,,,10169.9897764803,
MA,2102408,Cajapió,14835.5485328447,15483.9035273755,13395.7087303,16408.6219602388,
MA,2102507,Cajari,28315.0552263153,18965.9176771188,15236.6404178377,24724.4933767018,
MA,2102556,Campestre do Maranhão,,,,35695.9008436192,
MA,2102606,Cândido Mendes,24030.8146397043,26067.374327444,37032.4647033406,45807.8346331055,
MA,2102705,Cantanhede,35804.4989080355,17369.4841897189,24162.6448272611,36770.9015264926,
MA,2102754,Capinzal do Norte,,,,31551.1000264355,
MA,2102804,Carolina,85599.0382456684,123944.522611466,86915.3818872291,134590.920117765,
MA,2102903,Carutapera,26372.4678674272,26230.3845053565,40584.6823235752,46943.8772765802,
MA,2103000,Caxias,256984.271199454,333566.078484667,338983.920029674,709915.213172158,
MA,2103109,Cedral,30088.5907586463,15393.4591821449,23923.4095490228,23692.7797332597,
MA,2103125,Central do Maranhão,,,,13807.1996061844,
MA,2103158,Centro do Guilherme,,,,6764.7738405093,
MA,2103174,Centro Novo do Maranhão,,,,25338.7740191993,
MA,2103208,Chapadinha,79139.0494429414,115034.941662225,131221.752891752,211857.282299093,
MA,2103257,Cidelândia,,,,38272.7085978154,
MA,2103307,Codó,239095.991990328,248378.091024112,234478.259600131,448678.589667161,
MA,2103406,Coelho Neto,41966.880285031,54572.6694209006,109102.415369953,168411.08070888,
MA,2103505,Colinas,48814.0461292833,84173.5766328006,61675.6153783317,107278.186236178,
MA,2103554,Conceição do Lago-Açu,,,,20234.2942889073,
MA,2103604,Coroatá,166320.528886,133795.9211323,112867.726840433,177145.656450106,
MA,2103703,Cururupu,54516.2391840891,60805.334484632,66589.4825502591,105517.508706022,
MA,2103752,Davinópolis,,,,39391.9294015178,
MA,2103802,Dom Pedro,39013.6422880589,70098.2701643141,57035.1743817195,112442.51254296,
MA,2103901,Duque Bacelar,27229.1157879717,10661.5708289232,8053.6105063089,21736.3687412066,
MA,2104008,Esperantinópolis,38642.182951972,35109.9759517977,42153.6154920379,71418.8746146435,
MA,2104057,Estreito,,,56347.6020936731,123042.851336105,
MA,2104073,Feira Nova do Maranhão,,,,14096.0214435476,
MA,2104081,Fernando Falcão,,,,7955.8951114632,
MA,2104099,Formosa da Serra Negra,,,,12586.0057518062,
MA,2104107,Fortaleza dos Nogueiras,8937.7066164262,12508.924926505,13693.7759822334,37708.9275453265,
MA,2104206,Fortuna,15167.2184243046,26609.4631914057,28163.24155069,50732.687644308,
MA,2104305,Godofredo Viana,18559.6104032868,16994.0979982712,31532.2653183279,19319.7317077496,
MA,2104404,Gonçalves Dias,33676.5853875906,39138.2225099166,31883.1181681677,64172.3639386261,
MA,2104503,Governador Archer,21198.6142171007,23136.2658925846,19812.3746498714,29478.3300003823,
MA,2104552,Governador Edison Lobão,,,,38651.2193683532,
MA,2104602,Governador Eugênio Barros,35119.3643356634,28365.7969230429,21468.8501509288,41836.0341725274,
MA,2104628,Governador Luiz Rocha,,,,17053.5304972679,
MA,2104651,Governador Newton Bello,,,,20921.564881088,
MA,2104677,Governador Nunes Freire,,,,64555.787161251,
MA,2104701,Graça Aranha,14776.7509581395,12228.4148021538,11359.3175902117,18683.9991782754,
MA,2104800,Grajaú,66758.2198568914,104372.577095865,97052.6797439981,159517.745325775,
MA,2104909,Guimarães,15882.7101387812,17176.2347218216,22075.2177577136,32872.3152190907,
MA,2105005,Humberto de Campos,23230.1686159359,30675.5153134628,21082.0979052511,36060.914486813,
MA,2105104,Icatu,21330.9100963285,17924.8342781078,15784.2256109822,33833.9371269415,
MA,2105153,Igarapé do Meio,,,,22761.0729180636,
MA,2105203,Igarapé Grande,25076.1505325934,20587.9942604222,24113.0605239336,39773.9532702319,
MA,2105302,Imperatriz,239992.155691131,1044232.49101459,1337993.78046128,2112630.4524198,
MA,2105351,Itaipava do Grajaú,,,,20604.4103850268,
MA,2105401,Itapecuru Mirim,76911.7656434886,92234.0106613324,84316.1365479161,156085.091988865,
MA,2105427,Itinga do Maranhão,,,,118278.656520942,
MA,2105450,Jatobá,,,,16563.4320359543,
MA,2105476,Jenipapo dos Vieiras,,,,17374.1036450774,
MA,2105500,João Lisboa,48838.5582845263,62143.6971647793,73995.7285024064,89740.7024345923,
MA,2105609,Joselândia,25653.0331833046,22192.7700837007,19461.7059546161,36139.3230200208,
MA,2105658,Junco do Maranhão,,,,11647.7990614805,
MA,2105708,Lago da Pedra,79412.3185728974,77794.050037197,82456.5138141094,154458.311613947,
MA,2105807,Lago do Junco,38231.141793963,28300.1181966744,25103.0999428237,24820.3159106011,
MA,2105906,Lago Verde,28554.3492141351,11136.625517698,14222.2407755367,27696.2336832769,
MA,2105922,Lagoa do Mato,,,,15720.5171947968,
MA,2105948,Lago dos Rodrigues,,,,26192.5935597649,
MA,2105963,Lagoa Grande do Maranhão,,,,13481.6527526832,
MA,2105989,Lajeado Novo,,,,16768.7227048981,
MA,2106003,Lima Campos,24767.6484369354,29175.3457430415,24775.2212035005,45116.2162991282,
MA,2106102,Loreto,8310.7085301488,9497.9373990601,13006.6747422845,27670.4467620457,
MA,2106201,Luís Domingues,14691.2594966531,5014.3609542813,11684.6379875366,17241.0572099463,
MA,2106300,Magalhães de Almeida,13285.766113304,17444.6910565817,17178.8393926942,33828.6571467503,
MA,2106326,Maracaçumé,,,,50163.3840792943,
MA,2106359,Marajá do Sena,,,,9645.2523209393,
MA,2106375,Maranhãozinho,,,,17440.7495025935,
MA,2106409,Mata Roma,19016.0853014606,10875.5681765211,15048.0399464371,30936.2361682829,
MA,2106508,Matinha,38543.2359267289,13101.4402202314,21729.2201976005,47953.5079303653,
MA,2106607,Matões,26280.3511950182,12100.2832218876,23796.3103679575,55754.896126155,
MA,2106631,Matões do Norte,,,,11308.1255513824,
MA,2106672,Milagres do Maranhão,,,,10234.2064954302,
MA,2106706,Mirador,26130.9552010454,13164.0467530664,21435.9665823167,56093.8992715096,
MA,2106755,Miranda do Norte,,,34265.471604279,64997.4276703014,
MA,2106805,Mirinzal,21068.4327764737,18024.5910222763,29701.1242092474,34817.6450575286,
MA,2106904,Monção,111067.24109409,138347.143417619,28623.9462362789,51799.2672795851,
MA,2107001,Montes Altos,20098.8658301063,19905.5057255031,24101.4918390656,29496.8840908988,
MA,2107100,Morros,27232.0665168575,16711.5079221884,16629.9681103643,25693.9905239665,
MA,2107209,Nina Rodrigues,13866.1849474765,9431.3519387609,6468.7451346974,18227.1392821027,
MA,2107258,Nova Colinas,,,,6631.6310654469,
MA,2107308,Nova Iorque,11655.7217364596,8494.0304477654,7611.2163139835,15213.8985579608,
MA,2107357,Nova Olinda do Maranhão,,,,42038.0920669972,
MA,2107407,Olho d'Água das Cunhãs,45130.9747492408,32610.0045527847,31089.6316119261,58980.8370921069,
